"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"2694","TFES","INDIR. SPER.INDUSTRIA E TERZIARIO AVANZATO CHIMICA E CHIMICA BIOL","","","NO","SI"
"2695","TFET","INDIR.SPERIM.INDUSTRIA E TERZ.AVANZ.ELETTROTECNICA ED AUTOMAZIONE","","","NO","SI"
"2696","TFFC","TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO INFORMATICA","3","3","SI","SI"
"2697","TFFL","INDUSTRIA MINERARIA","","","NO","SI"
"2698","TFFT","INDUSTRIA MINERARIA GEO","","","NO","SI"
"2699","TFFX","EDILIZIA - SPERIMENTALE","","","NO","SI"
"2700","TFFY","TRIEN.RIENTRI FORM.SIRIO INDIRIZZO TESSILE ""PRODUZIONE TESSILI""","","","NO","SI"
"2701","TFFZ","TRIEN.RIENTRI FORMATIVI SIRIO INDIRIZZO TESSILE ""CONFEZIONE IND.""","","","NO","SI"
"2702","TFGL","TECNOLOGIE ALIMENTARI","","","NO","SI"
"2703","TFGR","TERMOTECNICA ""ERGON""","","","NO","SI"
"2704","TFGY","TRIENNIO LINGUISTICO AZIENDALE","","","NO","SI"
"2705","TFGZ","TRIENNIO BIOLOGICO SANITARIO","","","NO","SI"
"2706","TFS1","BIENNIO -","","","NO","SI"
"2707","TFS2","AGRARIO -","","","NO","SI"
"2708","TFS3","ECONOMICO","","","NO","SI"
"2709","TFS4","INFORMATICO","","","NO","SI"
"2710","TFS5","LINGUISTICO  -","","","NO","SI"
"2711","TFS6","BIENNIO DI ORINTAMENTO","","","NO","SI"
"2712","TFS7","INFORMATICO - PGTF02000Q","","","NO","SI"
"2713","TFS8","AGRARIO - PGTF02000Q","","","NO","SI"
"2714","TFS9","BIOLOGICO SANITARIO - PGTF02000Q","","","NO","SI"
"2715","TFSA","BIENNIO - ARTF02000T","","","NO","SI"
"2716","TFSB","ELETTRONICO INFORMATICO - ARTF02000T","","","NO","SI"
"2717","TFSC","BIOLOGICO SANITARIO - ARTF02000T","","","NO","SI"
"2718","TFSF","BIENNII INTEGRATI CON RIENTRI FORMATIVI","","","NO","SI"
"2719","TFST","BIENNIO","","","NO","SI"
"2720","TFSU","ECONOMICO AZIENDALE","","","NO","SI"
"2721","TFSV","INFORMATICO ELETTRONICO","","","NO","SI"
"2722","TFSW","LINGUISTICO MODERNO","","","NO","SI"
"2723","TFT5","BIENNIO - NOTF010006","","","NO","SI"
"2724","TFT6","SCIENZE UMANE E SOCIALI - NOTF010006","","","NO","SI"
"2725","TFT7","LINGUISTICO MODERNO - NOTF010006","","","NO","SI"
"2726","TFTA","LINGUISTICO TURISTICO AZIENDALE PGTF02000Q","","","NO","SI"
"2727","TFTB","URBANISTICO EDILIZIO - PGTF02000Q","","","NO","SI"
"2728","TFTC","BIENNIO - PGTF02001R","","","NO","SI"
"2729","TFTD","AGRARIO TERRITORIALE - PGTF02001R","","","NO","SI"
"2730","TFTE","SOCIO EDUCATIVO - PGTF02001R","","","NO","SI"
"2731","TFTI","TRIENNIO BIOLOGICO SANITARIO - LITF030009","","","NO","SI"
"2732","TFTJ","BIENNIO - MITF19000B","","","NO","SI"
"2733","TFTQ","TRIENNIO EDILIZIA - VETF02000L","","","NO","SI"
"2734","TFTR","BIENNIO - NATF12000P","","","NO","SI"
"2735","TFTS","LINGUISTICO MODERNO - NATF12000P","","","NO","SI"
"2736","TFUG","EDILIZIA - SITF020002","","","NO","SI"
"2737","TFUQ","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2738","TL00","INDIRIZZO GENERALE","","","NO","SI"
"2739","TL10","GEOMETRI(QUINQUENNIO) - CLTL01000P","","","NO","SI"
"2740","TL12","BIENNI RIENTRI FORMATIVI","","","NO","SI"
"2741","TL13","SPERIMENTALE EDILE TERRITORIALE AMB. ""CINQUE""","","","NO","SI"
"2742","TL15","INDIRIZZO GEOMETRI - MSTL01000N","","","NO","SI"
"2743","TL16","TECNOLOGICO COSTRUZIONI LINGUA TED.","","","NO","SI"
"2744","TL17","QUINQUENNIO COSTRUZIONI","","","NO","SI"
"2745","TL18","INDIRIZZO GEOMETRI - COTL02000L","","","NO","SI"
"2746","TL21","GEOMETRI SPERIMENTALE (PROSECUZIONE LINGUA STRANIERA)","","","NO","SI"
"2747","TL23","BIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO GEOMETRI","1","2","NO","SI"
"2748","TL26","MOD. FISICA (P.N.I.) BIENNIO E TRIENNIO","","","NO","SI"
"2749","TL27","MODIFICA MATEM. E FISICA (P.N.I.) - BIENNIO E TRIENNIO","","","NO","SI"
"2750","TL30","SPERIMENTALE EDILE TERRITORIALE AMBIENTE ""CINQUE""","1","5","SI","SI"
"2751","TL31","INDIRIZZO GENERALE - PROSECUZIONE LINGUA STRANIERA","","","NO","SI"
"2752","TL32","INDIRIZZO GENERALE - PROSECUZIONE LINGUA STRANIERA","1","5","SI","SI"
"2753","TL33","INDIRIZZO GENERALE - PROSECUZ. LINGUA STRANIERA","","","NO","SI"
"2754","TLAA","GEOMETRI SPERIMENTALE - IBTL01000T","","","NO","SI"
"2755","TLAB","QUINQUENNIO COSTRUZIONI","","","NO","SI"
"2756","TLAC","TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO GEOMETRI","3","3","SI","SI"
"2757","TLAD","BIENNIO INTEGRATO RIENTRI FORMATIVI - SIRIO","","","NO","SI"
"2758","TLAE","INDIRIZZO AGRARIO GENERALE","","","NO","SI"
"2759","TLAF","INDIRIZZO  ""CERERE UNITARIO"" AGRO AMBIENTALE","","","NO","SI"
"2760","TLAG","BIENNIO INTEGRATO RIENTRI FORMATIVI","","","NO","SI"
"2761","TLAH","INDIRIZZO GENERALE ISTITUTO TURISMO","","","NO","SI"
"2762","TLAI","QUINQUENNIO TURISTICO ""ITER""","","","NO","SI"
"2666","TFCY","TESSILE PER CONFEZIONE IND.LE (NUOVI PROGRAMMI)","","","NO","SI"
"2567","TDVG","GIURIDICO AMMINISTRATIVO - MITD400008","","","NO","SI"
"2568","TDVH","CHIMICO BIOLOGICO - MITD400008","","","NO","SI"
"2569","TDVI","BIENNIO - MITD400008","","","NO","SI"
"2570","TDVJ","SPERIMENTALE EDILE TERRITORIALE AMBIENTE ""CINQUE""","1","5","SI","SI"
"2571","TDVK","LINGUISTICO - FITD100003","","","NO","SI"
"2298","SDDP","ARTE DEI METALLI","","","NO","SI"
"2299","SDDQ","TEXTILE DESIGN","","","NO","SI"
"2300","SDDR","ARREDAMENTO E DESIGN","","","NO","SI"
"2301","SDDS","DESIGN PER LA MODA, COSTUME E ARREDAMENTO - AQSD010001","","","NO","SI"
"2302","SDDU","ARREDAMENTO SCENICO E TEATRALE","","","NO","SI"
"2303","SDDV","DESIGN PER LA CERAMICA","","","NO","SI"
"2304","SDDZ","RESTAURO E CONSERV. BENI CULTURALI - PGSD020004","","","NO","SI"
"2305","SDEA","CATALOGAZIONE E CONSERVAZIONE BENI CULTURALI - CLSD01000V","","","NO","SI"
"2306","SDEB","GRAFICO - VISIVO - SRSD010004","","","NO","SI"
"2307","SDEC","CATALOGAZIONE E CONSERVAZIONE BENI CULTURALI - SRSD010004","","","NO","SI"
"2308","SDED","CERAMICA - PGSD020004","","","NO","SI"
"2309","SDEE","MODA E COSTUME - PGSD020004","","","NO","SI"
"2310","SDEF","ARCHITETTURA E DESIGN - TRSD02000Q","","","NO","SI"
"2311","SDEG","CONSERVAZIONE E RESTAURO BENI CULTURALI - RISD01000X","","","NO","SI"
"2312","SDEH","ARCHITETTURA E DESIGN - PGSD020004","","","NO","SI"
"2313","SDEI","ANALISI GEMMOLOGICHE","","","NO","SI"
"2314","SDEM","RESTAURO DEI METALLI","","","NO","SI"
"2315","SDEN","RESTAURO DELLA CERAMICA","","","NO","SI"
"2316","SDFA","DESIGN - LESD03000A","","","NO","SI"
"2317","SDNA","DESIGN PER L'INDUSTRIA - TNSD02000X","1","5","SI","SI"
"2318","SDNB","PITTURA E VISUAL ART - TNSD02000X","1","5","SI","SI"
"2319","SDRA","PROGETTO DESIGN - MOSD010007","","","NO","SI"
"2320","SDRB","DESIGN CERAMICA - MOSD010007","","","NO","SI"
"2321","SDRC","COMUNICAZIONE VISIVA - MOSD010007","","","NO","SI"
"2322","SDSA","TECNOLOGIA CERAMICA - RASD010006","","","NO","SI"
"2323","SDSB","OPER. RESTAURO E CONSER. DIPINTI MOBILI AFFRESCHI - PGSD020004","","","NO","SI"
"2324","SDSC","OPER. RESTAURO E CONSERV. MOBILE E ARREDO LIGNEO - PGSD020004","","","NO","SI"
"2325","SDSD","COMUNICAZIONE VISIVA - MISD010002","","","NO","SI"
"2326","SDSE","DESIGN E AMBIENTE (ARCHITETTURA E ARREDAMENTO) - MISD010002","","","NO","SI"
"2327","SDSF","COMUNICAZIONE VISIVA - PISD02000R","","","NO","SI"
"2328","SDSG","TECNICHE GRAFICHE - PISD02000R","","","NO","SI"
"2329","SDSH","DISEGNO ARCHITETTURA E ARREDAMENTO - PISD02000R","","","NO","SI"
"2330","SDSI","RESTAURO MUSIVO - RASD02000R","","","NO","SI"
"2331","SDSK","PIANO NAZIONALE INFORMATICA TIPO B","","","NO","SI"
"2332","SDSL","MATERIE COMUNI - PGSD020004","","","NO","SI"
"2333","SDSM","MATERIE COMUNI - RASD010006","","","NO","SI"
"2334","SDSN","MATERIE COMUNI - RASD02000R","","","NO","SI"
"2335","SDSO","MATERIE COMUNI - MISD010002","","","NO","SI"
"2336","SDSP","MATERIE COMUNI - PISD02000R","","","NO","SI"
"2337","SDSQ","AREA COMUNE - BIENNIO - RCSD03000L","","","NO","SI"
"2338","SDSR","OPERATORE DEL RESTAURO E DEL MOBILE ED ARREDO LIGNEO - RCSD03000L","","","NO","SI"
"2339","SDSU","IMMAGINE ELETTRONICA","","","NO","SI"
"2340","SDSV","MATERIE COMUNI - SASD010002","","","NO","SI"
"2341","SDSX","PIANO NAZIONALE INFORMATICA  TIPO C","","","NO","SI"
"2342","SDSY","PIANO NAZIONALE INFORMATICA  TIPO D","","","NO","SI"
"2343","SDTA","PROGETTAZIONE CERAMICA - RESD01000L","","","NO","SI"
"2344","SDTB","PROGETTAZIONE METALLI E OREFICERIA - RESD01000L","","","NO","SI"
"2345","SDTC","PROGETTAZIONE TESSUTO E MODA - RESD01000L","","","NO","SI"
"2346","SDTF","PROGETTAZIONE ARCHITETTURA E ARREDO - RESD01000L","","","NO","SI"
"2347","SDTT","CONSERVAZIONE CARTA - TOSD02000L","","","NO","SI"
"2348","SDTU","CONSERVAZIONE STOFFA - TOSD02000L","","","NO","SI"
"2349","SM00","SCUOLA MAGISTRALE","","","NO","SI"
"2350","SM01","SEZIONE CLASSICA","","","NO","SI"
"2351","SM02","SEZIONE SCIENTIFICA","","","NO","SI"
"2352","SM03","SEZIONE MAGISTRALE","","","NO","SI"
"2353","SM05","CORSO SPERIMENTALE","","","NO","SI"
"2354","SM06","SCUOLA MAGISTRALE CON METODO MONTESSORI","","","NO","SI"
"2355","SM08","LINGUA STRANIERA (3-2-2) A046","","","NO","SI"
"2356","SM09","BIENNIO LINGUISTICO (D2) ""PROGETTO BROCCA""","","","NO","SI"
"2357","SM10","TRIENNIO LINGUISTICO (D) PROGETTO BROCCA","","","NO","SI"
"2358","SM11","CM27 BIENNIO LINGUISTICO 1","","","NO","SI"
"2359","SM12","CM27 BIENNIO PEDAGOGICO SOC. 1","","","NO","SI"
"2360","SMA1","PEDAGOGICO AUTONOMO CEPQ01000C","","","NO","SI"
"2361","SMA2","LINGUISTICO AUTONOMO CEPQ01000C","","","NO","SI"
"2362","SMA8","BIENNIO SCIENTIFICO (D) - COMMISSIONE BROCCA","","","NO","SI"
"2363","SMAA","C.M.27 TRIENNIO LINGUISTICO 1","","","NO","SI"
"2364","SMAB","C.M.27 TRIENNIO PEDAGOGICO SOC.1","","","NO","SI"
"2365","SMAC","TRIENNIO SOC.PS.PEDAGOGICO (D1) ""COMMISSIONE BROCCA""","","","NO","SI"
"2366","SMAD","BIENNIO SOC.PS.PEDAGOGICO (D1) - ""COMMISSIONE BROCCA""","","","NO","SI"
"2367","SMAE","BIENNIO SOC. PS. PEDAGOGICO (D2) - ""COMMISSIONE BROCCA""","","","NO","SI"
"2276","SDCQ","CERAMICA PER L'ARCHITETTURA","","","NO","SI"
"2368","SMAF","BIENNIO SCIENTIFICO (D1) - COMMISSIONE BROCCA","","","NO","SI"
"2369","SMAG","TRIENNIO SCIENTIFICO (D1) ""COMMISSIONE BROCCA""","","","NO","SI"
"2370","SMAH","TRIENNIO SOC.PS.PEDAGOGICO (D2) ""COMMISSIONE BROCCA""","","","NO","SI"
"2371","SMAI","TRIENNIO SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"2372","SMAJ","LINGUA STRANIERA (3-3-3) C.M. 333","","","NO","SI"
"2373","SMAK","QUINQUENNIO AUTONOMIA CLASSICO","","","NO","SI"
"2178","SD82","OREFICERIA C. P.","","","NO","SI"
"2179","SD83","RILEGATURA ARTISTICA E RESTAURO DEL LIBRO C. P.","","","NO","SI"
"2180","SD87","XILOGRAFIA C. P.","","","NO","SI"
"2181","SD88","TECNICHE INCISORIE","","","NO","SI"
"2182","SD91","ARTE CERAMICA (MAIOLICA) C. P.","","","NO","SI"
"2183","SD92","ARTE CERAMICA (GRES E PORCELLANA) C. P.","","","NO","SI"
"2184","SD93","ARTE CERAMICA (RESTAURO) C. P.","","","NO","SI"
"2283","SDCY","ARTE E RESTAURO DELLE OPERE LAPIDEE-MICH. 2","","","NO","SI"
"2291","SDDG","BIENNIO BROCCA ISA REGGIO EMILIA","","","NO","SI"
"2382","SMAU","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"2383","SMAV","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"2384","SMAW","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"2385","SMAX","SCIENZE DELLA FORMAZIONE AUTONOMO-PSPQ02001C","","","NO","SI"
"2386","SMAY","SOCIO PSICO PEDAGOGICO AUTONOMO NAPQ01000A","","","NO","SI"
"2387","SMAZ","SCIENTIFICO AUTONOMO NAPQ01000A","","","NO","SI"
"2388","SMSE","BIENNIO - RMPQ010009","","","NO","SI"
"2194","SDA5","COMUNICAZIONE","","","NO","SI"
"2195","SDA6","DISCIPLINE SPETTACOLO","","","NO","SI"
"2196","SDA7","PIANO NAZIONALE INFORMATICA VENEZIA","","","NO","SI"
"2197","SDA8","ORGANICO FUNZIONALE","","","NO","SI"
"2198","SDA9","ORGANICO FUNZIONALE - RESD01000L","","","NO","SI"
"2199","SDAA","ARTE RESTAURO E CONSERVAZIONE DEI DIPINTI","","","NO","SI"
"2200","SDAB","PIANO NAZIONALE PER L' INFORMATICA TIPO A","","","NO","SI"
"2201","SDAC","OPERATORE PER LA CONSERVAZIONE E MANUTENZIONE DEL MOSAICO","","","NO","SI"
"2202","SDAD","DISEGNO INDUSTRIALE 1 MICHELANGELO","","","NO","SI"
"2203","SDAE","GRAFICA PUBBLICITARIA E FOTOGRAFICA I.S.A. URBINO","","","NO","SI"
"2204","SDAF","COMUNICAZIONE VISIVA - PDSD02000V","","","NO","SI"
"2205","SDAG","MATERIE COMUNI MICHELANGELO","1","5","SI","SI"
"2206","SDAH","MATERIE COMUNI MICHELANGELO LADINO","","","NO","SI"
"2207","SDAI","TECNICHE INCISORIE E ILLUSTR. DEL LIBRO - I.S.A URBINO","","","NO","SI"
"2208","SDAJ","BIENNIO DI ORIENTAMENTO (RIFORMA DEI CICLI)","1","2","NO","SI"
"2209","SDAK","PROGETTAZ. GRAFICA EDIT. E RESTAURO DEL LIBRO - I.S.A. URBINO","","","NO","SI"
"2210","SDAL","ARTE E RESTAURO OPERE LIGNEE MICHELANGELO","","","NO","SI"
"2211","SDAM","CINEMA DI ANIMAZIONE - I.S.A URBINO","","","NO","SI"
"2212","SDAN","RESTAURO CERAMICO","","","NO","SI"
"2213","SDAO","TECNOLOGICO PER LA CERAMICA","","","NO","SI"
"2214","SDAP","RESTAURO PER LA CERAMICA","","","NO","SI"
"2215","SDAQ","ARTISTICO PER LA CERAMICA","","","NO","SI"
"2216","SDAR","ARREDAMENTO","","","NO","SI"
"2217","SDAS","RESTAURO","","","NO","SI"
"2218","SDAT","RESTAURO","","","NO","SI"
"2219","SDAU","SPETTACOLO","","","NO","SI"
"2220","SDAV","ARTE DEL TESSUTO - RMSD070006","","","NO","SI"
"2221","SDAW","MATERIE COMUNI - RMSD070006","","","NO","SI"
"2222","SDAX","ARTE DEI METALLI E OREFICERIA - RMSD070006","","","NO","SI"
"2223","SDAY","ARTE GRAFICA COMPUTERIZZATA - RMSD070006","","","NO","SI"
"2224","SDAZ","CATALOGAZIONE E CONSERVAZIONE DEI BENI CULTURALI","","","NO","SI"
"2225","SDB1","RILIEVO E CATALOGAZIONE - MICHELANGELO","","","NO","SI"
"2226","SDB2","IMMAGINE FOTOGR.FILMICA E TELEV. - MICHELANGELO","","","NO","SI"
"2227","SDB3","GRAFICA - MICHELANGELO","","","NO","SI"
"2228","SDB4","MODA E COSTUME - MICHELANGELO","","","NO","SI"
"2229","SDB5","ARCHITETTURA E ARREDO - MICHELANGELO","","","NO","SI"
"2230","SDB6","SCULTURA E DECORAZIONE PLASTICA - MICHELANGELO","","","NO","SI"
"2231","SDB7","PITTURA E DECORAZIONE PITTORICA - MICHELANGELO","","","NO","SI"
"2232","SDB8","BROCCA - ARTI E COMUNICAZIONE VISIVA","","","NO","SI"
"2233","SDB9","BROCCA - BENI CULTURALI E CONSERVAZIONE","","","NO","SI"
"2234","SDBA","GRAPHOS: ARTE DELLA GRAFICA E DELLA COMUNICAZIONE","","","NO","SI"
"2235","SDBB","DISEGNO DI ARCHITETTURA E ARREDAMENTO - TRSD010005","","","NO","SI"
"2236","SDBC","ARTE GRAFICA PUBBLICITARIA FOTOGRAFIA-TELEVISIONE TRSD010005","","","NO","SI"
"2237","SDBD","MATERIE COMUNI - STORIA DELL'ARTE","","","NO","SI"
"2238","SDBE","GRAFICO VISIVO I","","","NO","SI"
"2239","SDBF","ARCHITETTURA E DESIGN I","","","NO","SI"
"2240","SDBG","CATALOGAZIONE E CONSERVAZ. BENI CULTURALI I","","","NO","SI"
"2241","SDBH","FIGURATIVO I","","","NO","SI"
"2242","SDBI","CATALOGAZIONE E CONSERVAZ. BENI CULTURALI 2","","","NO","SI"
"2243","SDBJ","ORGANICO FUNZIONALE - A002","","","NO","SI"
"2244","SDBK","ORGANICO FUNZIONALE - A051 - A007","","","NO","SI"
"2245","SDBL","FIGURATIVO II","","","NO","SI"
"2246","SDBM","GRAFICO VISIVO II","","","NO","SI"
"2247","SDBN","ARCHITETTURA E DESIGN II","","","NO","SI"
"2248","SDBO","TEOREUTICA: ARTE ORAFA NEL TERRITORIO","","","NO","SI"
"2249","SDBP","MATERIE COMUNI-LINGUA INGLESE - TASD010003","","","NO","SI"
"2250","SDBQ","MATERIE COMUNI-LINGUA INGLESE - PISD03000B","1","5","NO","SI"
"2251","SDBR","ARCHITETTURA E DESIGN - CLSD01000V","","","NO","SI"
"2252","SDBS","GRAFICO - VISIVO - CLSD01000V","","","NO","SI"
"2253","SDBT","COMUNICAZIONE VISIVA - MSSD01000T","","","NO","SI"
"2254","SDBU","DESIGN - MSSD01000T","","","NO","SI"
"2255","SDBV","CONSERV. E CATALOG. BENI CULTURALI - LUSD01000V","","","NO","SI"
"2256","SDBW","CONSERV. E RESTAURO BENI CULTURALI - APSD020001","","","NO","SI"
"2257","SDBX","FIGURAZIONE TRIDIMENSIONALE - LUSD01000V","","","NO","SI"
"2258","SDBY","GRAFICO-VISIVO - LUSD01000V","","","NO","SI"
"2259","SDBZ","ARCHITETTURA E DESIGN - LUSD01000V","","","NO","SI"
"2260","SDC1","ARTE E RESTAURO DELLE OPERE LIGNEE-MICH. 2","1","5","SI","SI"
"2261","SDC2","DESIGN PER L'AMBIENTE","1","5","SI","SI"
"2262","SDCA","BROCCA - COMPOSIZIONE E PROGETTAZIONE","","","NO","SI"
"2263","SDCB","ARTE E RESTAURO DELL'ALABASTRO-MICH. 2","","","NO","SI"
"2264","SDCC","ARTE E RESTAURO DEL MOSAICO-MICH. 2","","","NO","SI"
"2265","SDCD","ARTE E RESTAURO DEL CORALLO-MICH. 2","","","NO","SI"
"2266","SDCE","ARTE E RESTAURO DEL VETRO-MICH. 2","","","NO","SI"
"2267","SDCF","BIENNIO BROCCA - ISA SAN CATALDO","","","NO","SI"
"2268","SDCG","ARTE E RESTAURO DEL LIBRO-MICH. 2","","","NO","SI"
"2269","SDCH","P.N.I. TIPO D1","","","NO","SI"
"2270","SDCI","ARTE E RESTAURO DEL TESSUTO E DEL RICAMO-MICH. 2","","","NO","SI"
"2271","SDCJ","ARTE E RESTAURO DELLA CERAMICA-MICH. 2","","","NO","SI"
"2272","SDCK","ARTE E RESTAURO DEI METALLI-MICH. 2","","","NO","SI"
"2273","SDCL","MATERIE COMUNI - LINGUA INGLESE","","","NO","SI"
"2177","SD81","MODA E COSTUME C. P.","","","NO","SI"
"2274","SDCM","LINGUA INGLESE - ARTE CERAMICA","","","NO","SI"
"2275","SDCO","PROGETTAZIONE ARCHIT. E DESIGN DELL'OGGETTO","","","NO","SI"
"2074","RRLT","BIENNIO SERVIZI ALBERGHIERI E DELLA RISTORAZIONE SERALE","","","NO","SI"
"2075","RRLU","MONOENNIO OPERATORE AI SERVIZI DI CUCINA SERALE","","","NO","SI"
"2076","RRLV","MONOENNIO OPERATORE AI SERVIZI SALA-BAR SERALE","","","NO","SI"
"2077","RRLW","MONOENNIO OPERATORE AI SERVIZI DI SEGRETERIA E RICEVIMENTO SERALE","","","NO","SI"
"2078","RRLX","BIENNIO SERVIZI SOCIALI SERALE","1","2","NO","SI"
"2079","RRLY","MONOENNIO SERVIZI SOCIALI SERALE","3","1","SI","SI"
"2185","SD94","ARTE CERAMICA (RIVESTIM. CERAMICI EDILIZI) C. P.","","","NO","SI"
"2284","SDCZ","ARTE E RESTAURO DELLE OPERE PITTORICHE-MICH. 2","","","NO","SI"
"2285","SDDA","CERAMICA PER L'ARREDAMENTO","","","NO","SI"
"2286","SDDB","ARCHITETTURA E DESIGN - SRSD010004","","","NO","SI"
"2287","SDDC","FIGURATIVO - SRSD010004","","","NO","SI"
"2288","SDDD","FIGURATIVO - CLSD01000V","","","NO","SI"
"2289","SDDE","BIENNIO BROCCA - ISA ESTE PDSD02000V","","","NO","SI"
"2290","SDDF","BIENNIO BROCCA ISA TRENTO","","","NO","SI"
"2193","SDA4","BENI ARCHITETTONICI","","","NO","SI"
"2088","RRML","ODONTOTECNICO I NUOVO ORDINAMENTO SERALE - BOLZANO ITALIANO","","","NO","SI"
"2089","RRMM","BIENNIO MECCANICO TERMICO SERALE - BOLZANO ITALIANO","","","NO","SI"
"2090","RRMN","BIENNIO ELETTRICO ELETTRONICO SERALE - BOLZANO ITALIANO","","","NO","SI"
"2091","RRMP","MONOENNIO OPERATORE CHIMICO-BIOLOGICO SERALE","","","NO","SI"
"2092","RRMQ","BIENNIO CHIMICO E BIOLOGICO SERALE","","","NO","SI"
"2093","RRMR","MONOENNIO OPERATORE DEL LEGNO SERALE","","","NO","SI"
"2094","RRMS","BIENNIO SETTORE LEGNO SERALE","","","NO","SI"
"2095","RRMT","TECNICO DELLE INDUSTRIE MECCANICHE-VECCHIO ORDINAMENTO-SERALE","","","NO","SI"
"2096","RRMU","TECNICO DELLE INDUSTRIE ELETTRICHE-ELETTRONICHE VECCHIO ORDIN.SER.","","","NO","SI"
"1276","PMPS","LINGUISTICO AUTONOMO -MEPM02000X","","","NO","SI"
"1277","PMPT","LINGUISTICO AUTONOMO -BSPM020005","","","NO","SI"
"1278","PMPU","LINGUISTICO AUTONOMO -BOPM030005","","","NO","SI"
"1279","PMPV","SCIENZE DELLA FORMAZIONE AUTONOMO -MIPM11000D","","","NO","SI"
"1280","PMPW","SCIENZE DELLA FORMAZIONE AUTONOMO -PIPM030002","","","NO","SI"
"1281","PMPX","PEDAGOGICO SOCIALE AUTONOMO -CLPM01000D","","","NO","SI"
"1474","PSB1","TRIENNIO CLASSICO (B3) - COMMISSIONE BROCCA","","","NO","SI"
"1475","PSB2","TRIENNIO LINGUISTICO (B8) - COMMISSIONE BROCCA","","","NO","SI"
"1476","PSB3","TRIENNIO SOC.PS.PEDAGOGICO (B5) ""COMMISSIONE BROCCA""","","","NO","SI"
"1477","PSB4","TRIENNIO SOC.PS.PEDAGOGICO (B6)","","","NO","SI"
"1478","PSB5","QUINQUENNIO SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1479","PSB6","TRIENNIO SCIENTIFICO (A5) - COMMISSIONE BROCCA","","","NO","SI"
"1480","PSB7","TRIENNIO SCIENTIFICO (A6) - COMMISSIONE BROCCA","","","NO","SI"
"1481","PSB8","TRIENNIO SCIENTIFICO (A7) - COMMISSIONE BROCCA","","","NO","SI"
"1482","PSB9","TRIENNIO SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1483","PSBA","SCIENTIFICO AUTONOMO - CEPS07000V","","","NO","SI"
"1484","PSBB","TRIENNIO LINGUISTICO (B) PROGETTO BROCCA","","","NO","SI"
"1485","PSBC","TRIENNIO SOC. PS. PEDAGOGICO (B) PROGETTO BROCCA","","","NO","SI"
"1486","PSBD","BIENNIO LINGUISTICO (B6) PROGETTO BROCCA","","","NO","SI"
"1487","PSBE","TRIENNIO SC. TECNOLOGICO (A) PROGETTO BROCCA","3","3","SI","SI"
"1488","PSBF","TRIENNIO CLASSICO (B) PROGETTO BROCCA","","","NO","SI"
"1489","PSBG","CM27 BIENNIO LINGUISTICO","","","NO","SI"
"1490","PSBH","CM 27 BIENNIO PEDAGOGICO SOC.","","","NO","SI"
"1491","PSBI","BIENNIO CLASSICO (B2) COMMISSIONE BROCCA","","","NO","SI"
"1492","PSBJ","BIENNIO SCIENTIFICO (A6) ""PROGETTO BROCCA""","","","NO","SI"
"1493","PSBK","C.M. 27 - TRIENNIO LINGUISTICO 4","","","NO","SI"
"1494","PSBL","SOCIO PSICO PEDAGOGICO BROCCA","","","NO","SI"
"1495","PSBM","CLASSICO AUTONOMO - CEPS07000V","","","NO","SI"
"1496","PSBN","C.M.27/91 TRIENNIO LINGUISTICO","","","NO","SI"
"1497","PSBP","TRIENNIO SCIENT. TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1498","PSBQ","TRIENNIO CLASSICO (B4) - COMMISSIONE BROCCA","","","NO","SI"
"1499","PSBR","LINGUISTICO - CTPS020004","","","NO","SI"
"1500","PSBS","SOCIO PSICO PEDAGOGICO 14 ""COMMISSIONE BROCCA""","","","NO","SI"
"1501","PSBT","QUINQUENNIO CLASSICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"1502","PSBU","LINGUISTICO - P7PS070003","","","NO","SI"
"1503","PSBV","LINGUISTICO - SRPS020008","","","NO","SI"
"1504","PSBW","LINGUISTICO - ENPS04000L","","","NO","SI"
"1505","PSBX","MATEMATICO - SCIENTIFICO - UDPS010008","","","NO","SI"
"1506","PSBY","QUINQUENNIO CLASSICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"1507","PSBZ","QUINQUENNIO LINGUISTICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"1508","PSC1","BIENNIO SOC. PS. PEDAGOGICO (B2) COMMISSIONE BROCCA","1","2","NO","SI"
"1509","PSC2","SOCIO PSICO PEDAGOGICO 4 ""COMM. BROCCA""","","","NO","SI"
